Indicator,Country,ADM1_CODE,Province,Land_Type,Date,Data,Year,Month,Dekad,Unit,Source
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2005-11-21,0.0, 2005,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2005-12-01,0.0, 2005,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2005-12-11,0.0, 2005,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2005-12-21,0.0, 2005,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2006-05-01,0.0, 2006,05,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2006-05-11,0.0, 2006,05,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2006-05-21,0.0, 2006,05,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2006-06-01,2.65, 2006,06,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2006-06-11,19.602, 2006,06,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2006-06-21,46.422, 2006,06,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2006-07-01,60.928, 2006,07,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2006-07-11,56.998, 2006,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2006-07-21,43.784, 2006,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2006-08-01,30.743, 2006,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2006-08-11,16.419, 2006,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2006-08-21,5.284, 2006,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2006-09-01,0.572, 2006,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2006-09-11,0.032, 2006,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2006-09-21,0.0, 2006,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2006-10-01,0.0, 2006,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2006-10-11,0.0, 2006,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2006-10-21,0.0, 2006,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2006-11-01,0.0, 2006,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2006-11-11,0.0, 2006,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2006-11-21,0.0, 2006,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2006-12-01,0.0, 2006,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2006-12-11,0.0, 2006,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2006-12-21,0.0, 2006,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2007-05-01,100.0, 2007,05,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2007-05-11,0.0, 2007,05,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2007-05-21,32.471, 2007,05,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2007-06-01,12.633, 2007,06,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2007-06-11,16.558, 2007,06,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2007-06-21,27.405, 2007,06,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2007-07-01,46.242, 2007,07,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2007-07-11,58.42, 2007,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2007-07-21,56.974, 2007,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2007-08-01,59.731, 2007,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2007-08-11,37.003, 2007,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2007-08-21,21.509, 2007,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2007-09-01,14.787, 2007,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2007-09-11,12.26, 2007,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2007-09-21,14.782, 2007,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2007-10-01,16.33, 2007,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2007-10-11,17.965, 2007,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2007-10-21,18.021, 2007,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2007-11-01,15.116, 2007,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2007-11-11,7.407, 2007,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2007-11-21,7.692, 2007,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2007-12-01,0.0, 2007,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2007-12-11,0.0, 2007,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2007-12-21,0.0, 2007,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2008-05-01,0.0, 2008,05,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2008-05-11,0.0, 2008,05,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2008-05-21,0.0, 2008,05,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2008-06-01,0.265, 2008,06,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2008-06-11,0.825, 2008,06,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2008-06-21,0.246, 2008,06,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2008-07-01,1.398, 2008,07,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2008-07-11,1.512, 2008,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2008-07-21,3.819, 2008,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2008-08-01,1.297, 2008,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2008-08-11,0.272, 2008,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2008-08-21,0.027, 2008,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2008-09-01,0.023, 2008,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2008-09-11,0.036, 2008,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2008-09-21,0.032, 2008,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2008-10-01,0.023, 2008,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2008-10-11,0.016, 2008,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2008-10-21,0.033, 2008,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2008-11-01,0.0, 2008,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2008-11-11,0.0, 2008,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2008-11-21,0.0, 2008,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2008-12-01,0.0, 2008,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2008-12-11,0.0, 2008,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2008-12-21,0.0, 2008,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2009-05-01,0.0, 2009,05,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2009-05-11,1.449, 2009,05,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2009-05-21,8.046, 2009,05,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2009-06-01,1.325, 2009,06,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2009-06-11,1.11, 2009,06,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2009-06-21,3.721, 2009,06,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2009-07-01,5.988, 2009,07,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2009-07-11,6.753, 2009,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2009-07-21,10.609, 2009,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2009-08-01,7.969, 2009,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2009-08-11,4.15, 2009,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2009-08-21,2.118, 2009,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2009-09-01,1.207, 2009,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2009-09-11,1.048, 2009,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2009-09-21,0.748, 2009,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2009-10-01,0.627, 2009,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2009-10-11,0.305, 2009,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2009-10-21,0.067, 2009,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2009-11-01,0.0, 2009,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2009-11-11,0.0, 2009,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2009-11-21,0.0, 2009,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2009-12-01,0.0, 2009,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2009-12-11,0.0, 2009,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2009-12-21,0.0, 2009,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2010-05-01,0.0, 2010,05,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2010-05-11,0.0, 2010,05,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2010-05-21,0.0, 2010,05,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2010-06-01,0.618, 2010,06,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2010-06-11,1.565, 2010,06,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2010-06-21,0.13, 2010,06,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2010-07-01,1.469, 2010,07,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2010-07-11,4.128, 2010,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2010-07-21,4.613, 2010,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2010-08-01,2.59, 2010,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2010-08-11,1.442, 2010,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2010-08-21,0.884, 2010,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2010-09-01,0.413, 2010,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2010-09-11,0.245, 2010,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2010-09-21,0.2, 2010,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2010-10-01,0.123, 2010,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2010-10-11,0.089, 2010,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2010-10-21,0.0, 2010,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2010-11-01,0.0, 2010,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2010-11-11,0.0, 2010,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2010-11-21,0.0, 2010,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2010-12-01,0.0, 2010,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2010-12-11,0.0, 2010,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2010-12-21,0.0, 2010,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2011-05-01,0.0, 2011,05,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2011-05-11,0.0, 2011,05,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2011-05-21,0.0, 2011,05,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2011-06-01,0.0, 2011,06,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2011-06-11,0.057, 2011,06,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2011-06-21,2.619, 2011,06,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2011-07-01,27.435, 2011,07,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2011-07-11,45.577, 2011,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2011-07-21,45.965, 2011,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2011-08-01,38.223, 2011,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2011-08-11,25.65, 2011,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2011-08-21,16.483, 2011,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2011-09-01,12.419, 2011,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2011-09-11,12.183, 2011,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2011-09-21,12.074, 2011,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2011-10-01,12.46, 2011,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2011-10-11,13.794, 2011,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2011-10-21,7.662, 2011,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2011-11-01,3.488, 2011,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2011-11-11,0.0, 2011,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2011-11-21,0.0, 2011,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2011-12-01,0.0, 2011,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2011-12-11,0.0, 2011,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2011-12-21,0.0, 2011,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2012-05-01,0.0, 2012,05,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2012-05-11,0.0, 2012,05,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2012-05-21,0.0, 2012,05,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2012-06-01,0.618, 2012,06,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2012-06-11,2.219, 2012,06,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2012-06-21,4.861, 2012,06,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2012-07-01,10.688, 2012,07,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2012-07-11,6.231, 2012,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2012-07-21,3.819, 2012,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2012-08-01,3.257, 2012,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2012-08-11,4.064, 2012,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2012-08-21,5.769, 2012,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2012-09-01,9.117, 2012,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2012-09-11,10.859, 2012,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2012-09-21,8.477, 2012,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2012-10-01,6.082, 2012,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2012-10-11,5.621, 2012,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
